category,material,material_cost,labour_cost,size,weight,market_min,market_avg,market_max,demand_score,price
Embroidered Cloth,Bamboo,637,962,30.82,1.37,2493.98,2989,3662.06,0.72,4099.45
Handmade Jewellery,Bamboo,385,1078,33.72,3.65,1831.36,2349,2823.83,0.87,3830.5
Bamboo Basket,Silk,362,913,10.6,3.86,126.67,153,180.21,0.96,2341.65
Bamboo Basket,Wood,1280,676,7.85,1.05,1926.35,2553,3301.17,0.97,4339.08
Metal Craft,Terracotta,56,583,35.66,3.42,2977.48,3607,3793.78,0.53,3247.6
Terracotta,Brass,1462,1037,20.77,4.93,978.58,1181,1328.05,0.72,4345.7
Handmade Jewellery,Cane,711,1094,14.22,0.53,3106.56,3798,4005.04,0.88,4768.3
Embroidered Cloth,Bamboo,549,375,28.16,1.74,1063.71,1145,1207.68,0.82,2189.96
Embroidered Cloth,Brass,674,340,52.84,3.87,190.19,208,225.4,0.79,1866.88
Wooden Craft,Cotton,1177,451,14.44,4.93,2832.64,3074,3822.18,0.74,4125.76
Embroidered Cloth,Wood,1448,753,59.87,1.07,1470.43,1612,1881.63,0.93,4276.26
Metal Craft,Cane,738,916,12.52,4.26,2129.65,2684,3296.16,0.56,4114.41
Jute Bag,Bamboo,447,325,9.57,2.66,3043.36,3239,3621.65,0.93,3186.91
Handloom Saree,Clay,69,296,38.81,3.2,1073.1,1182,1292.08,0.7,1544.64
Jute Bag,Beads,1421,726,31.22,3.71,1550.42,1766,1857.38,0.76,4231.93
Wooden Craft,Terracotta,1093,480,46.58,3.33,1117.02,1250,1478.92,0.44,3091.71
Handloom Saree,Terracotta,521,339,53.63,2.49,2741.97,3204,3608.39,0.28,3215.16
Handloom Saree,Cane,1055,350,22.47,2.93,1866.56,2110,2522.6,0.95,3475.92
Terracotta,Terracotta,698,271,14.47,1.39,2133.98,2333,2654.76,0.78,2879.54
Handloom Saree,Clay,1318,1091,59.39,1.33,1508.43,1700,1856.43,0.42,4610.7
Pottery,Jute,220,421,45.47,1.64,2799.51,3731,4831.53,0.44,3374.05
Terracotta,Terracotta,418,1179,9.28,3.35,2967.72,3946,4193.81,0.87,4746.1
Jute Bag,Silk,1307,481,20.54,2.42,1616.96,2100,2441.19,0.46,3729.26
Terracotta,Jute,486,827,17.66,0.76,700.15,769,900.01,0.86,2492.31
Embroidered Cloth,Cotton,1459,878,27.42,4.85,1170.22,1552,1640.37,0.62,4399.18
Pottery,Clay,605,1145,54.16,3.28,2457.76,3020,3380.25,0.38,4302.25
Terracotta,Cane,609,1064,55.32,4.17,3129.0,3364,4120.2,0.35,4588.32
Handmade Jewellery,Jute,596,464,15.22,4.72,2978.23,3374,3615.83,0.71,3539.01
Bamboo Basket,Silk,117,1067,26.62,0.59,1244.14,1379,1782.24,0.58,2732.54
Jute Bag,Bamboo,550,755,15.97,2.67,1271.1,1651,1770.09,0.79,2997.18
Handloom Saree,Silk,153,713,56.89,4.73,221.88,270,350.9,0.42,1694.47
Terracotta,Cane,481,958,11.16,2.88,3607.29,3968,4179.11,0.86,4485.74
Handloom Saree,Bamboo,264,311,19.03,0.43,2044.2,2320,2494.12,0.89,2291.31
Handloom Saree,Jute,418,919,30.63,3.81,1811.7,1929,2106.82,0.79,3287.54
Wooden Craft,Bamboo,596,300,57.03,3.52,509.19,603,647.38,0.68,1895.09
Embroidered Cloth,Beads,162,117,59.66,3.35,2962.97,3352,4348.73,0.86,2607.97
Cane Furniture,Silk,293,1049,28.58,2.83,1588.27,1935,2328.33,0.48,3255.41
Cane Furniture,Beads,1130,1009,17.34,4.02,2267.66,2950,3815.22,0.24,4708.47
Terracotta,Brass,1463,1047,40.35,0.26,1431.82,1605,1808.95,0.88,4570.33
Cane Furniture,Cotton,1189,668,26.59,4.24,2276.34,2993,3703.07,0.24,4406.04
Metal Craft,Silk,271,964,9.88,1.64,439.8,483,542.81,0.41,2119.39
Handmade Jewellery,Brass,164,958,8.68,3.96,2978.5,3307,3555.96,0.97,3762.43
Terracotta,Clay,53,52,43.7,0.26,1831.24,2188,2412.02,0.23,1678.94
Wooden Craft,Terracotta,881,1116,54.83,2.16,2540.91,2877,3144.01,0.25,4700.0
Wooden Craft,Silk,796,564,22.79,0.15,2427.25,3006,3522.68,0.52,3695.13
Bamboo Basket,Cotton,1121,1180,28.23,3.24,1694.96,1905,2181.19,0.53,4546.22
Jute Bag,Terracotta,116,810,27.91,3.61,215.33,245,306.08,0.35,1589.17
Handloom Saree,Silk,1453,762,48.91,0.52,282.26,361,431.12,0.72,3461.75
Metal Craft,Wood,1466,673,13.45,4.95,840.76,996,1256.61,0.27,3583.84
Cane Furniture,Clay,1496,548,10.84,0.6,2832.09,3343,3893.25,0.48,4550.86
Pottery,Bamboo,621,235,40.38,2.59,2667.42,3399,3632.62,0.54,3213.76
Embroidered Cloth,Brass,344,1166,10.1,2.85,3277.18,3696,4437.99,0.3,4384.21
Embroidered Cloth,Jute,173,1024,18.27,4.96,2148.65,2860,3311.97,0.76,3776.97
Bamboo Basket,Terracotta,550,328,6.47,0.72,514.27,648,763.66,0.72,1946.99
Jute Bag,Wood,1242,311,32.49,1.34,1925.85,2180,2796.7,0.24,3305.65
Jute Bag,Cotton,184,308,9.69,3.33,3027.83,3515,4211.92,0.47,2886.33
Handmade Jewellery,Bamboo,1120,143,22.12,3.55,3263.56,3493,3981.99,0.69,3843.93
Handloom Saree,Brass,975,776,5.54,3.6,662.45,802,918.38,0.88,3145.26
Wooden Craft,Beads,1186,491,58.12,0.19,562.55,708,753.9,0.27,2821.59
Embroidered Cloth,Beads,842,175,21.94,2.04,993.14,1293,1582.22,0.94,2472.18
Handmade Jewellery,Bamboo,1490,1195,23.05,0.65,1092.64,1372,1672.13,0.41,4486.55
Embroidered Cloth,Jute,1316,1163,9.96,1.11,1519.62,1877,2167.44,0.52,4516.7
Handloom Saree,Jute,606,1013,11.07,3.55,2041.41,2189,2680.31,0.37,3685.93
Cane Furniture,Wood,457,376,54.45,0.95,2814.73,3742,4694.19,0.79,3603.51
Wooden Craft,Terracotta,397,1136,49.12,4.99,2011.25,2564,3224.82,0.69,3951.56
Cane Furniture,Terracotta,1220,124,9.2,3.14,1222.09,1538,1697.4,0.25,2783.41
Terracotta,Wood,252,521,57.32,3.45,2852.8,3347,4321.78,0.45,3495.14
Terracotta,Jute,656,399,30.96,1.49,1594.32,1996,2360.4,0.64,2726.89
Pottery,Cotton,305,393,42.93,2.9,2843.63,3301,4004.38,0.55,3139.44
Cane Furniture,Beads,365,889,14.67,3.39,2585.18,3193,3459.56,0.56,3633.88
Embroidered Cloth,Cane,61,844,14.77,1.9,2006.91,2533,3189.24,0.3,2846.53
Pottery,Bamboo,85,1039,21.22,4.53,1003.77,1066,1345.96,0.86,2484.88
Pottery,Wood,1244,1112,33.95,1.68,1907.05,2121,2401.27,0.61,4625.49
Embroidered Cloth,Wood,736,69,10.41,3.0,1570.8,1916,2352.62,0.67,2479.82
Cane Furniture,Bamboo,729,132,18.14,2.52,1712.68,1849,2242.3,0.66,2397.78
Pottery,Bamboo,327,389,39.55,4.65,792.09,942,1135.13,0.69,2034.49
Handloom Saree,Cane,1156,1130,14.2,3.43,1378.49,1458,1652.89,0.99,4243.37
Jute Bag,Cotton,807,907,48.43,4.02,2309.47,2684,3368.76,0.71,4166.4
Bamboo Basket,Jute,1323,1153,51.44,1.82,1187.26,1254,1505.07,0.75,4499.88
Jute Bag,Beads,1277,260,58.67,2.77,1982.8,2312,2987.96,0.26,3524.48
Metal Craft,Silk,511,549,25.64,4.56,1160.05,1415,1836.77,0.71,2491.63
Handloom Saree,Wood,485,134,51.24,1.51,175.96,221,260.38,0.74,1312.54
Handmade Jewellery,Terracotta,475,191,6.98,2.05,940.63,1181,1481.79,0.33,1599.09
Cane Furniture,Wood,653,750,19.18,1.22,3183.84,3939,4155.47,0.45,4281.69
Metal Craft,Clay,1381,423,36.05,0.26,1185.68,1469,1587.87,0.43,3370.58
Handmade Jewellery,Brass,1231,357,54.02,1.78,659.33,792,972.08,0.61,2961.28
Wooden Craft,Jute,1218,720,47.77,4.47,603.21,761,963.35,0.36,3615.92
Pottery,Beads,497,633,19.55,0.75,335.13,434,531.56,0.25,1886.07
Handmade Jewellery,Silk,661,506,6.18,3.35,1895.75,2233,2520.81,0.2,2995.04
Cane Furniture,Bamboo,1079,940,20.87,4.4,2410.75,3115,3877.74,0.81,4859.91
Bamboo Basket,Bamboo,190,681,5.96,1.98,2266.22,2951,3437.6,0.99,3153.59
Jute Bag,Bamboo,841,95,54.85,3.88,3170.06,3576,3843.32,0.37,3583.91
Metal Craft,Silk,1168,909,5.97,3.75,996.17,1323,1595.72,0.93,3747.64
Embroidered Cloth,Bamboo,453,285,56.14,2.37,695.85,782,876.37,0.99,1899.46
Bamboo Basket,Clay,699,755,47.25,1.94,2485.03,3308,3642.1,0.6,4097.73
Handloom Saree,Bamboo,130,422,54.81,1.94,511.92,567,727.76,0.93,1613.2
Handloom Saree,Wood,1248,267,15.86,4.46,3161.98,3675,4614.07,0.76,4267.09
Handloom Saree,Wood,1424,604,12.29,0.94,889.9,1072,1377.49,0.29,3309.36
Metal Craft,Cane,281,922,14.49,0.7,838.94,1035,1120.55,0.48,2460.59
Bamboo Basket,Bamboo,1412,175,20.88,4.11,2871.83,3062,3915.11,0.23,3901.63
Handmade Jewellery,Cane,1138,1129,36.65,0.94,2502.61,3152,3769.88,0.7,5156.84
Metal Craft,Beads,770,1162,20.7,4.4,2402.85,2715,3204.71,0.75,4430.65
Handloom Saree,Terracotta,839,388,37.91,0.24,1323.69,1420,1616.9,0.67,2697.55
Cane Furniture,Bamboo,253,473,21.02,2.95,2736.15,3094,3747.74,0.89,3153.11
Metal Craft,Terracotta,1164,247,16.89,2.02,2138.5,2668,2807.64,0.72,3502.7
Bamboo Basket,Clay,1305,88,50.48,1.1,1373.47,1592,1957.26,0.91,3039.55
Wooden Craft,Clay,600,389,55.93,4.98,2429.48,3115,3615.86,0.38,3486.72
Wooden Craft,Terracotta,1295,141,30.5,3.79,3058.01,3776,4756.24,0.83,4361.26
Handmade Jewellery,Cane,1327,878,18.97,1.38,1857.85,2232,2893.54,0.52,4392.36
Handloom Saree,Cotton,1331,151,32.15,0.43,800.3,1047,1138.15,0.76,2743.52
Jute Bag,Brass,1411,1157,42.29,2.93,2825.92,3095,4022.85,0.42,5399.34
Bamboo Basket,Jute,1219,1040,15.69,4.58,1856.68,2001,2456.38,0.22,4164.8
Handmade Jewellery,Terracotta,692,537,51.67,0.6,262.04,310,357.92,0.44,2143.78
Metal Craft,Jute,1465,758,10.0,3.51,3102.25,3332,4128.13,0.26,4878.59
Embroidered Cloth,Clay,163,427,28.56,2.11,1997.49,2321,2696.79,0.97,2390.07
Handmade Jewellery,Silk,1463,94,46.48,1.68,2343.94,2679,3157.58,0.44,3851.06
Terracotta,Clay,1127,522,41.45,4.76,166.8,202,232.28,0.54,2716.66
Bamboo Basket,Cotton,1065,978,21.42,1.92,949.71,1059,1259.47,0.64,3520.33
Pottery,Cotton,1065,491,38.62,4.34,1371.9,1699,2080.83,0.2,3376.25
Jute Bag,Beads,763,884,28.0,4.26,1256.21,1587,1985.2,0.66,3420.19
Pottery,Bamboo,373,1090,15.2,4.36,1270.19,1629,1932.49,0.48,3383.9
Terracotta,Cane,540,454,9.18,3.31,587.43,669,852.13,0.62,2130.47
Bamboo Basket,Brass,183,1007,18.09,1.74,1439.51,1701,2140.59,0.79,2948.84
Handloom Saree,Beads,911,568,40.98,1.05,610.44,724,851.68,0.31,2466.28
Bamboo Basket,Terracotta,407,434,8.26,4.86,1471.6,1886,2057.03,0.73,2423.94
Pottery,Wood,1129,122,26.9,2.36,318.7,411,462.78,0.33,2099.83
Cane Furniture,Beads,1337,340,40.86,0.68,2665.46,2916,3550.6,0.99,4171.51
Terracotta,Terracotta,565,147,31.18,1.66,2323.0,2776,3378.36,0.33,2681.45
Jute Bag,Silk,1468,605,23.38,3.3,881.39,1115,1192.08,0.79,3707.1
Cane Furniture,Beads,214,687,11.39,0.99,1891.0,2188,2346.81,0.34,2436.63
Cane Furniture,Cotton,1166,496,10.4,3.0,2418.96,3071,3661.14,0.97,4286.8
Cane Furniture,Wood,293,72,50.57,4.26,3387.8,3665,4319.74,0.86,3050.99
Metal Craft,Silk,185,1150,47.98,4.13,141.19,150,176.22,0.44,2403.25
Bamboo Basket,Beads,571,211,42.48,2.26,158.45,183,228.95,0.8,1562.45
Metal Craft,Clay,654,492,45.52,4.3,3566.0,3944,4711.78,0.95,4252.78
Metal Craft,Wood,1370,537,23.08,1.33,3079.86,3814,4325.86,0.25,4823.14
Pottery,Cotton,748,207,52.43,2.17,2976.06,3433,4055.84,0.35,3556.2
Handmade Jewellery,Terracotta,252,1138,13.9,3.81,2548.07,2887,3336.9,0.3,3651.89
Handloom Saree,Silk,1216,1080,22.53,3.26,1337.5,1692,1879.63,0.83,4433.05
Terracotta,Jute,829,687,38.49,2.13,3329.59,3651,3943.1,0.72,4428.08
Wooden Craft,Bamboo,133,656,16.27,1.06,296.91,329,383.46,0.47,1547.75
Embroidered Cloth,Cane,1352,865,44.64,3.48,1904.23,2238,2783.67,0.8,4552.96
Terracotta,Bamboo,1316,377,9.05,3.53,1112.2,1428,1561.89,0.77,3327.46
Cane Furniture,Jute,298,1108,22.9,0.27,913.49,1075,1337.26,0.8,2816.5
Cane Furniture,Wood,1104,575,28.6,3.35,310.37,327,396.85,0.88,2798.45
Wooden Craft,Beads,1029,784,27.64,1.89,1557.27,1668,1761.69,0.28,3553.29
Jute Bag,Terracotta,469,702,40.61,3.56,837.47,963,1222.78,0.78,2642.57
Handmade Jewellery,Cotton,686,81,55.22,1.39,641.23,677,734.19,0.25,1657.93
Embroidered Cloth,Clay,794,131,47.14,0.49,2502.26,2866,3705.47,0.65,3179.94
Cane Furniture,Silk,733,405,30.99,4.37,1866.76,2382,2770.09,1.0,3238.45
Terracotta,Beads,597,751,57.44,3.13,2989.11,3874,4608.38,0.28,4246.2
Terracotta,Cotton,928,1181,49.09,1.46,605.46,663,824.65,0.32,3516.02
Bamboo Basket,Jute,536,463,35.2,3.03,716.26,934,1083.12,0.41,2092.95
Jute Bag,Beads,1378,1140,53.11,3.01,635.89,780,882.06,0.65,4287.1
Metal Craft,Cane,862,121,38.24,4.97,1161.42,1499,1925.38,0.84,2581.22
Embroidered Cloth,Cotton,966,779,8.28,1.56,1420.88,1568,1724.04,0.78,3409.69
Metal Craft,Beads,1451,505,36.9,2.88,2399.79,2560,3278.02,0.78,4343.16
Bamboo Basket,Silk,720,74,38.95,1.63,2203.65,2937,3520.6,0.96,3050.04
Handloom Saree,Bamboo,467,1154,14.18,4.09,2185.37,2356,2982.7,0.47,3814.73
Metal Craft,Cane,177,926,48.64,4.6,1856.39,2361,3051.48,0.43,3206.75
Embroidered Cloth,Beads,1308,180,44.96,1.81,722.77,808,983.96,0.84,2823.66
Handmade Jewellery,Jute,1459,1143,29.64,1.61,1145.92,1398,1589.87,0.31,4567.54
Jute Bag,Cotton,220,1105,10.35,1.55,2142.05,2626,3003.23,0.31,3581.78
Jute Bag,Clay,746,799,19.12,1.36,2721.79,3183,3800.26,0.65,4127.75
Embroidered Cloth,Bamboo,1334,877,20.66,4.42,591.38,659,749.22,0.49,3594.49
Terracotta,Wood,1468,858,44.46,1.54,1369.44,1487,1837.87,0.93,4350.38
Embroidered Cloth,Clay,331,856,57.45,2.61,2811.18,3585,3787.27,0.41,3889.49
Handmade Jewellery,Bamboo,736,672,55.57,2.29,2658.28,2983,3567.91,0.24,3887.92
Bamboo Basket,Clay,1377,933,44.78,1.53,1661.87,1811,2048.17,0.98,4637.88
Jute Bag,Cane,1463,89,41.33,1.04,1637.94,2143,2414.12,0.28,3418.52
Bamboo Basket,Jute,1003,711,35.4,3.46,2960.49,3160,3620.28,0.38,4252.74
Bamboo Basket,Beads,315,157,55.58,2.49,314.89,388,468.11,0.34,1140.87
Terracotta,Terracotta,895,333,41.42,1.68,1626.51,2056,2472.19,0.74,3231.78
Embroidered Cloth,Silk,976,1075,57.74,1.13,2468.93,3281,3725.86,0.98,5139.7
Wooden Craft,Clay,444,841,53.27,3.03,2798.53,3609,4343.49,0.85,4268.23
Metal Craft,Cotton,243,228,49.31,1.44,298.62,367,460.96,0.33,1115.35
Bamboo Basket,Beads,126,648,26.25,1.81,2654.08,3446,4173.23,0.78,3303.97
Pottery,Clay,418,337,22.33,4.24,238.44,276,292.39,0.33,1510.15
Pottery,Jute,59,991,36.15,0.49,2687.74,3132,3468.77,0.31,3356.31
Handmade Jewellery,Silk,1340,858,17.01,3.32,2797.35,3288,4268.85,0.55,5153.5
Cane Furniture,Silk,1484,1194,7.87,2.94,1779.61,1962,2119.31,0.74,4952.88
Handloom Saree,Jute,1355,706,36.18,3.44,2605.69,3251,3721.56,0.84,4973.7
Metal Craft,Bamboo,830,171,48.77,0.86,1486.86,1775,1884.19,0.71,2638.97
Wooden Craft,Jute,1412,1135,33.19,1.77,2768.41,3506,3777.82,0.89,5760.21
Pottery,Brass,1205,842,12.37,2.11,3171.55,3436,3632.47,0.71,4766.04
Pottery,Jute,865,513,12.56,0.47,1554.92,1876,2399.69,0.73,3061.99
Wooden Craft,Terracotta,1453,815,23.11,0.14,1496.14,1819,2260.18,0.48,4114.93
Bamboo Basket,Wood,437,114,8.64,2.69,2954.52,3916,4866.51,0.71,3154.32
Wooden Craft,Brass,500,945,33.27,3.51,1507.13,1759,2063.63,0.98,3579.96
Jute Bag,Bamboo,290,663,50.09,3.77,1070.17,1309,1447.11,0.91,2527.69
Jute Bag,Beads,1421,740,22.62,3.57,487.28,643,820.61,0.61,3555.23
Wooden Craft,Cane,979,860,16.96,2.47,2987.38,3292,4158.4,0.79,4638.03
Wooden Craft,Jute,746,760,12.51,2.6,1730.88,1917,2054.92,0.36,3447.76
Metal Craft,Jute,528,880,26.14,1.87,947.89,999,1138.23,0.7,2826.87
Handmade Jewellery,Cotton,336,504,7.77,4.44,2215.74,2409,2535.71,0.9,2927.49
Terracotta,Jute,1433,716,56.52,1.79,2772.0,3250,3637.75,0.65,5019.47
Bamboo Basket,Terracotta,1310,784,21.25,4.77,300.43,389,420.15,0.68,3373.46
Metal Craft,Jute,877,647,36.16,3.03,3230.5,3433,4369.63,0.4,4212.41
Handmade Jewellery,Clay,416,820,39.08,4.27,3078.58,3744,4350.35,0.43,4082.0
Wooden Craft,Wood,1142,631,34.3,1.17,1512.58,1907,2284.72,0.96,3826.89
Bamboo Basket,Terracotta,414,1041,23.41,1.84,3188.55,3439,3719.83,0.2,4046.62
Handmade Jewellery,Cane,1046,957,28.19,2.84,1892.77,2223,2836.96,0.25,4091.43
Bamboo Basket,Wood,700,497,44.37,3.48,137.48,159,197.22,0.71,2169.74
Jute Bag,Beads,336,80,13.42,3.2,1599.15,1793,2021.06,0.73,1912.69
Cane Furniture,Cane,415,341,47.14,0.99,1064.24,1273,1439.67,0.72,2114.06
Pottery,Beads,1069,113,54.37,0.59,1543.67,1873,2226.41,0.22,2695.81
Handmade Jewellery,Cane,393,701,46.42,2.75,3493.44,3881,4892.75,0.28,3927.94
Metal Craft,Silk,1425,1078,23.96,3.94,2304.34,2698,3042.51,0.66,5053.06
Wooden Craft,Beads,611,247,6.76,2.54,2428.29,2586,2819.96,0.8,2957.78
Cane Furniture,Bamboo,901,1096,53.12,3.71,1519.29,1683,2099.18,0.59,3974.01
Handmade Jewellery,Jute,1024,726,45.76,0.41,2753.56,3046,3289.71,0.63,4486.16
Cane Furniture,Terracotta,1357,756,9.22,2.95,2697.9,3379,3713.29,0.67,5063.94
Metal Craft,Bamboo,363,600,57.98,1.81,2678.4,2850,3250.63,0.79,3380.21
Handmade Jewellery,Cane,643,979,19.16,1.49,2332.42,2999,3895.82,0.48,4048.06
Pottery,Cotton,828,869,24.39,3.38,1299.59,1460,1548.78,0.5,3322.85
Terracotta,Brass,1444,625,45.46,1.84,1642.42,2070,2311.45,0.34,4159.53
Wooden Craft,Bamboo,928,798,43.56,2.62,2766.42,3262,4022.89,0.24,4336.91
Handmade Jewellery,Cane,1050,925,50.22,1.96,2727.51,3402,3574.96,0.38,4822.6
Jute Bag,Cotton,164,501,36.89,2.76,3006.31,3823,4717.0,0.36,3348.15
Embroidered Cloth,Bamboo,426,920,42.02,2.14,1708.26,2205,2544.92,0.61,3438.39
Cane Furniture,Terracotta,1039,350,34.71,3.27,992.95,1184,1502.01,0.64,2764.12
Bamboo Basket,Wood,752,1166,40.63,3.21,2456.36,3116,3706.84,0.6,4660.54
Metal Craft,Brass,538,782,40.48,3.02,1307.33,1630,1725.33,0.77,3007.63
Wooden Craft,Clay,737,153,26.22,0.88,3225.11,3630,4351.56,0.67,3679.36
Embroidered Cloth,Bamboo,157,848,19.38,0.63,178.16,219,266.7,0.47,1628.05
Metal Craft,Clay,834,120,36.22,1.56,2014.73,2305,2531.03,0.37,2814.69
Embroidered Cloth,Silk,1001,305,55.58,2.01,1541.03,1849,2215.8,0.67,3041.59
Metal Craft,Clay,910,1039,36.29,3.26,2741.48,3435,4325.38,0.3,4934.45
Cane Furniture,Wood,1351,1089,45.82,3.55,1046.21,1307,1693.62,0.51,4439.23
Handmade Jewellery,Cotton,1446,1125,34.97,1.59,2340.62,2776,3130.5,0.64,5364.67
Handloom Saree,Wood,1175,936,59.22,4.02,524.95,643,802.83,0.26,3672.56
Handmade Jewellery,Bamboo,1400,59,42.79,4.62,1961.37,2428,3123.47,0.61,3712.33
Embroidered Cloth,Silk,1128,935,21.37,1.99,3112.58,3956,4426.2,0.96,5393.68
Embroidered Cloth,Silk,530,579,49.25,1.33,222.08,266,296.58,0.43,1935.59
Wooden Craft,Jute,685,129,58.47,2.65,1261.26,1497,1633.27,0.51,2231.19
Handloom Saree,Wood,648,703,27.96,0.11,2038.38,2165,2762.83,0.32,3186.94
Bamboo Basket,Silk,1089,327,13.72,0.95,769.49,819,883.64,0.37,2419.34
Bamboo Basket,Wood,482,58,21.7,1.88,1531.27,1945,2043.41,0.29,1934.77
Bamboo Basket,Beads,101,237,31.09,0.8,3360.0,3712,4594.32,0.46,2790.9
Metal Craft,Silk,640,1171,13.37,4.23,2968.57,3250,3686.47,0.84,4593.02
Metal Craft,Terracotta,95,1174,59.24,1.07,2662.19,2888,3242.37,0.47,3808.17
Handloom Saree,Cotton,543,756,55.44,0.73,1940.16,2467,3132.45,0.76,3439.0
Handloom Saree,Wood,1295,1043,36.16,1.98,2286.0,2540,3176.65,0.5,4761.85
Terracotta,Wood,447,948,44.9,2.31,2627.87,3501,4298.35,0.65,4255.52
Cane Furniture,Beads,1241,799,13.21,4.0,1702.0,1822,2020.15,0.98,4171.73
Wooden Craft,Cotton,987,1068,6.59,3.67,1584.22,1864,2114.57,0.72,3997.96
Wooden Craft,Bamboo,955,1063,56.55,3.55,2015.41,2174,2457.38,0.74,4389.37
Terracotta,Silk,208,989,36.07,1.04,2670.35,3140,3969.33,0.36,3613.88
Embroidered Cloth,Clay,179,554,39.37,3.56,2549.44,3238,4062.41,0.64,3316.39
Handloom Saree,Jute,335,1189,43.63,4.82,3137.01,3340,3754.7,0.36,4233.91
Cane Furniture,Clay,1357,440,21.25,2.41,2356.13,2689,3097.23,0.28,4104.55
Handmade Jewellery,Jute,237,453,23.85,2.29,248.46,303,379.7,0.92,1587.35
Embroidered Cloth,Clay,992,818,48.27,2.87,2393.43,2617,3378.51,0.49,4174.01
Terracotta,Bamboo,949,443,32.0,3.01,2463.84,3256,4012.68,0.25,3986.58
Handmade Jewellery,Wood,1169,1066,16.01,1.34,1257.67,1479,1602.67,0.57,4073.05
Handmade Jewellery,Silk,496,386,56.56,1.05,2987.46,3676,4481.71,0.45,3537.77
Bamboo Basket,Cane,929,228,31.86,4.65,1644.53,1986,2556.67,0.95,3175.0
Pottery,Wood,230,1002,53.53,0.5,1881.67,2009,2323.73,0.93,3244.43
Cane Furniture,Bamboo,345,1139,43.14,3.7,3464.97,3993,4981.2,0.38,4571.83
Jute Bag,Wood,1007,132,5.74,3.92,1418.44,1558,1853.69,0.75,2609.15
Wooden Craft,Beads,1062,1119,12.79,2.52,1119.49,1411,1541.87,0.8,4133.78
Jute Bag,Jute,1098,613,18.17,1.95,2353.04,2776,3061.39,0.22,3947.41
Metal Craft,Silk,1363,208,58.65,0.74,1088.64,1186,1516.36,0.52,3045.37
Handloom Saree,Cane,748,730,52.36,4.34,826.46,1010,1101.55,0.58,2984.47
Wooden Craft,Wood,102,552,14.53,0.2,2184.56,2722,2955.58,0.46,2455.37
Cane Furniture,Jute,1262,571,16.36,3.27,2572.74,3075,3510.7,0.27,4391.07
Terracotta,Cane,654,156,12.64,4.26,2730.71,2984,3372.61,0.84,2952.49
Wooden Craft,Silk,635,292,40.65,2.53,1124.87,1318,1582.4,0.21,2218.5
Pottery,Beads,499,314,33.47,3.62,2332.05,3087,3726.96,0.74,3198.34
Cane Furniture,Bamboo,1078,294,37.25,1.03,2053.87,2302,2827.27,0.56,3444.13
Handmade Jewellery,Bamboo,925,200,54.88,0.53,1699.51,1971,2507.33,0.24,2790.6
Jute Bag,Terracotta,248,57,57.83,0.93,416.97,476,548.88,0.6,1020.83
Metal Craft,Clay,579,996,33.68,1.24,1244.68,1480,1593.48,0.27,3238.17
Pottery,Brass,188,971,50.08,2.34,2580.78,2968,3717.81,0.25,3571.91
Cane Furniture,Terracotta,592,135,26.21,2.12,1052.27,1310,1579.13,0.41,1963.0
Wooden Craft,Terracotta,132,96,44.72,1.37,1597.45,2072,2338.13,0.74,1892.07
Jute Bag,Beads,685,791,43.28,3.24,236.01,256,312.86,0.9,2613.75
Cane Furniture,Cotton,733,682,17.61,3.63,474.25,564,702.38,0.51,2459.8
Bamboo Basket,Brass,1215,79,21.73,2.06,227.58,268,343.6,0.27,2020.73
Embroidered Cloth,Silk,817,596,41.91,0.24,2618.39,3180,3673.27,0.46,3748.35
Metal Craft,Terracotta,617,811,47.28,3.09,2973.18,3552,3939.12,0.8,4453.41
Terracotta,Bamboo,569,156,23.06,0.67,3385.29,3977,4666.37,0.85,3511.74
Wooden Craft,Silk,591,838,35.62,4.22,1055.6,1376,1644.16,0.48,2987.44
Bamboo Basket,Bamboo,1341,1126,53.06,0.47,1430.05,1850,1954.99,0.74,4789.77
Metal Craft,Bamboo,425,257,10.79,4.34,3514.21,3780,4560.84,0.59,3430.97
Cane Furniture,Cotton,1372,945,20.88,4.33,1642.09,1897,2234.61,0.98,4533.24
Handmade Jewellery,Clay,651,1045,40.87,1.6,602.98,759,963.76,0.74,3091.46
Handloom Saree,Clay,1063,403,36.59,0.86,1188.41,1283,1665.14,0.95,2999.15
Handmade Jewellery,Beads,196,878,15.52,1.88,466.99,577,651.09,0.68,2115.12
Metal Craft,Cane,1041,559,10.47,3.95,2175.51,2390,2708.4,0.37,3792.68
Pottery,Beads,349,195,36.32,2.34,884.75,973,1132.69,0.34,1605.27
Cane Furniture,Cotton,953,547,24.33,3.21,3191.59,3846,4831.17,0.88,4414.23
Bamboo Basket,Jute,238,982,23.69,4.04,1418.1,1774,1873.4,0.7,3015.89
Bamboo Basket,Terracotta,520,461,45.69,0.26,3054.48,3853,4226.81,0.96,3825.0
Wooden Craft,Clay,562,162,15.42,1.46,170.56,190,222.1,0.47,1219.58
Terracotta,Beads,520,97,36.96,4.57,2309.29,2514,2745.03,0.49,2511.86
Wooden Craft,Brass,307,93,54.86,0.45,1430.93,1735,1886.88,0.67,1865.13
Pottery,Terracotta,1003,976,52.07,4.2,856.08,1103,1326.59,0.75,3789.01
Jute Bag,Beads,189,111,57.67,2.01,1340.67,1613,2057.81,0.7,1919.03
Embroidered Cloth,Wood,575,399,21.16,2.55,1753.47,2234,2770.04,0.98,2990.61
